osm_type,osm_id,name,amenity,cuisine,addr:street,addr:housenumber,addr:postcode,addr:city,phone,website,opening_hours,operator,lat,lon,all_tags,contact:phone,contact:website,contact:email,description,internet_access,wifi,wheelchair,outdoor_seating,indoor_seating,smoking,smoking:outside,toilets,toilets:wheelchair,changing_table,highchair,air_conditioning,dog,reservations,max_seats,takeaway,delivery,drive_through,self_service,payment:cash,payment:cards,payment:debit_cards,payment:credit_cards,payment:contactless,payment:mastercard,payment:visa,payment:american_express,payment:google_pay,payment:apple_pay,payment:blik,payment:mobile_phone,diet:vegetarian,vegetarian,diet:vegan,vegan,diet:gluten_free,gluten_free,contact:facebook,contact:instagram,contact:twitter,contact:youtube,contact:tripadvisor,contact:booking,text_chunk
node,622639589,The Mexican,restaurant,mexican,Ogrodowa,19A,91-065,Łódź,+48505100109,https://mexican.pl/lodz_manufaktura/index.php,"Su-Th 11:00-23:00, Fr-Sa 11:00-00:00",,51.7794838,19.4470414,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""19A"", ""addr:postcode"": ""91-065"", ""addr:street"": ""Ogrodowa"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""The Mexican"", ""opening_hours"": ""Su-Th 11:00-23:00, Fr-Sa 11:00-00:00"", ""outdoor_seating"": ""yes"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+48505100109"", ""website"": ""https://mexican.pl/lodz_manufaktura/index.php"", ""wheelchair"": ""limited""}",+48505100109,https://mexican.pl/lodz_manufaktura/index.php,,,,,limited,yes,yes,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,"The Mexican — restaurant Kuchnia: mexican. Adres: Ogrodowa 19A, 91-065, Łódź. Godziny otwarcia: Su-Th 11:00-23:00, Fr-Sa 11:00-00:00. Telefon: +48505100109. Strona: https://mexican.pl/lodz_manufaktura/index.php. Udogodnienia: Dostęp dla wózków: limited; Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes. Dostępne formy płatności: gotówka: yes; karty debetowe: yes; karty kredytowe: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.779484, 19.447041. OSM: https://www.openstreetmap.org/node/622639589."
node,772840386,Prosto z Mostu,cafe,coffee_shop;sandwich,Aleja Stefana Wyszyńskiego,25,94-048,Łódź,690416159,https://www.facebook.com/ProstozmostuCaffe/,"Mo - Sa 10:00 - 22:00, Su 10:00 - 20:00",,51.7474951,19.4008686,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""94-048"", ""addr:street"": ""Aleja Stefana Wyszyńskiego"", ""air_conditioning"": ""yes"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop;sandwich"", ""delivery"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Prosto z Mostu"", ""opening_hours"": ""Mo - Sa 10:00 - 22:00, Su 10:00 - 20:00"", ""outdoor_seating"": ""yes"", ""phone"": ""690416159"", ""takeaway"": ""yes"", ""website"": ""https://www.facebook.com/ProstozmostuCaffe/"", ""wheelchair"": ""yes""}",690416159,https://www.facebook.com/ProstozmostuCaffe/,,,,,yes,yes,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Prosto z Mostu — cafe Kuchnia: coffee_shop, sandwich, coffee_shop;sandwich. Adres: Aleja Stefana Wyszyńskiego 25, 94-048, Łódź. Godziny otwarcia: Mo - Sa 10:00 - 22:00, Su 10:00 - 20:00. Telefon: 690416159. Strona: https://www.facebook.com/ProstozmostuCaffe/. Udogodnienia: Dostęp dla wózków: yes; Miejsca na zewnątrz: yes; Klimatyzacja: yes; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.747495, 19.400869. OSM: https://www.openstreetmap.org/node/772840386."
node,783738142,Soplicowo,restaurant,polish,Stanisława Wigury,12a,90-301,Łódź,+48 42 637 30 81,http://www.soplicowo.com.pl/kontakt,12:00+,,51.7565321,19.4633207,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""12a"", ""addr:postcode"": ""90-301"", ""addr:street"": ""Stanisława Wigury"", ""amenity"": ""restaurant"", ""cuisine"": ""polish"", ""diet:gluten_free"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Soplicowo"", ""opening_hours"": ""12:00+"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 42 637 30 81"", ""reservation"": ""yes"", ""takeaway"": ""yes"", ""website"": ""http://www.soplicowo.com.pl/kontakt""}",+48 42 637 30 81,http://www.soplicowo.com.pl/kontakt,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,yes,,yes,,,,,,,,"Soplicowo — restaurant Kuchnia: polish. Adres: Stanisława Wigury 12a, 90-301, Łódź. Godziny otwarcia: 12:00+. Telefon: +48 42 637 30 81. Strona: http://www.soplicowo.com.pl/kontakt. Udogodnienia: Miejsca na zewnątrz: yes; Na wynos: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: yes; bezglutenowe: yes. Współrzędne: 51.756532, 19.463321. OSM: https://www.openstreetmap.org/node/783738142. Dodatkowe tagi: reservation: yes."
node,989417258,Pizzeria Nowosolna,restaurant,pizza;regional,Rynek Nowosolna,2,92-703,Łódź,+48 42 671 34 44,https://www.pizzerianowosolna.pl/,"Su - Th 12:00 - 22:00, Fr - Sa 12:00 - 23:00",,51.7936459,19.590727,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""92-703"", ""addr:street"": ""Rynek Nowosolna"", ""amenity"": ""restaurant"", ""bar"": ""yes"", ""cuisine"": ""pizza;regional"", ""delivery"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Pizzeria Nowosolna"", ""opening_hours"": ""Su - Th 12:00 - 22:00, Fr - Sa 12:00 - 23:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 42 671 34 44"", ""takeaway"": ""yes"", ""website"": ""https://www.pizzerianowosolna.pl/""}",+48 42 671 34 44,https://www.pizzerianowosolna.pl/,,,,,,yes,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Pizzeria Nowosolna — restaurant Kuchnia: pizza, regional, pizza;regional. Adres: Rynek Nowosolna 2, 92-703, Łódź. Godziny otwarcia: Su - Th 12:00 - 22:00, Fr - Sa 12:00 - 23:00. Telefon: +48 42 671 34 44. Strona: https://www.pizzerianowosolna.pl/. Udogodnienia: Miejsca na zewnątrz: yes; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.793646, 19.590727. OSM: https://www.openstreetmap.org/node/989417258. Dodatkowe tagi: bar: yes."
node,1194330624,Cukiernia Sowa,cafe,coffee_shop,,,,,,https://www.cukierniasowa.pl/cukiernie/lodz-ul-j-karskiego-5,,,51.7788192,19.4425995,"{""amenity"": ""cafe"", ""brand"": ""Cukiernia Sowa"", ""brand:wikidata"": ""Q113232449"", ""cuisine"": ""coffee_shop"", ""discount:citycard"": ""no"", ""name"": ""Cukiernia Sowa"", ""shop"": ""pastry"", ""website"": ""https://www.cukierniasowa.pl/cukiernie/lodz-ul-j-karskiego-5""}",,https://www.cukierniasowa.pl/cukiernie/lodz-ul-j-karskiego-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cukiernia Sowa — cafe Kuchnia: coffee_shop. Strona: https://www.cukierniasowa.pl/cukiernie/lodz-ul-j-karskiego-5. Współrzędne: 51.778819, 19.442600. OSM: https://www.openstreetmap.org/node/1194330624. Dodatkowe tagi: brand: Cukiernia Sowa; brand:wikidata: Q113232449; discount:citycard: no; shop: pastry."
node,1205570976,Biesiadowo,restaurant,pizza,Piotrkowska,25,90-001,Łódź,426710636,https://www.biesiadowoxxl.pl/,"Su - Th 11:00 - 23:00, Fr - Sa 11:00 - 24:00",,51.7732341,19.455293,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""90-001"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""brand"": ""Biesiadowo"", ""brand:wikidata"": ""Q108937986"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""diet:gluten_free"": ""no"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""no"", ""indoor_seating"": ""yes"", ""name"": ""Biesiadowo"", ""opening_hours"": ""Su - Th 11:00 - 23:00, Fr - Sa 11:00 - 24:00"", ""opening_hours:description"": ""niedziela środa 12 22 czwartek sobota 12 stopni klient"", ""outdoor_seating"": ""no"", ""phone"": ""426710636"", ""takeaway"": ""yes"", ""website"": ""https://www.biesiadowoxxl.pl/"", ""wheelchair"": ""no""}",426710636,https://www.biesiadowoxxl.pl/,,,,,no,no,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,no,,no,,,,,,,,"Biesiadowo — restaurant Kuchnia: pizza. Adres: Piotrkowska 25, 90-001, Łódź. Godziny otwarcia: Su - Th 11:00 - 23:00, Fr - Sa 11:00 - 24:00. Telefon: 426710636. Strona: https://www.biesiadowoxxl.pl/. Udogodnienia: Dostęp dla wózków: no; Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: no; bezglutenowe: no. Współrzędne: 51.773234, 19.455293. OSM: https://www.openstreetmap.org/node/1205570976. Dodatkowe tagi: brand: Biesiadowo; brand:wikidata: Q108937986; discount:citycard: no; opening_hours:description: niedziela środa 12 22 czwartek sobota 12 stopni klient."
node,1205571053,Łyk i kęs,restaurant,pizza,Piotrkowska,27,90-001,Łódź,,,,,51.7730675,19.4553357,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""27"", ""addr:postcode"": ""90-001"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Łyk i kęs"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""outside""}",,,,,,,,sidewalk,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Łyk i kęs — restaurant Kuchnia: pizza. Adres: Piotrkowska 27, 90-001, Łódź. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: sidewalk; Palenie: outside. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.773068, 19.455336. OSM: https://www.openstreetmap.org/node/1205571053. Dodatkowe tagi: discount:citycard: yes."
node,1234047248,Restauracja Dwa Światy - Bałuty,restaurant,polish,Zgierska,69,91-463,Łódź,504041504,https://www.facebook.com/RestauracjaDwaSwiaty/,,,51.79154,19.4495402,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""69"", ""addr:postcode"": ""91-463"", ""addr:street"": ""Zgierska"", ""amenity"": ""restaurant"", ""cuisine"": ""polish"", ""diet:vegetarian"": ""yes"", ""name"": ""Restauracja Dwa Światy - Bałuty"", ""phone"": ""504041504"", ""website"": ""https://www.facebook.com/RestauracjaDwaSwiaty/""}",504041504,https://www.facebook.com/RestauracjaDwaSwiaty/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Restauracja Dwa Światy - Bałuty — restaurant Kuchnia: polish. Adres: Zgierska 69, 91-463, Łódź. Telefon: 504041504. Strona: https://www.facebook.com/RestauracjaDwaSwiaty/. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.791540, 19.449540. OSM: https://www.openstreetmap.org/node/1234047248."
node,1329750569,Pyzunia Bistro & Bar,restaurant,polish,Milionowa,253,92-335,Łódź,426781212,https://www.pyzunia.pl/kontakt,Mo-Su 12:00-19:00,,51.7553231,19.5226798,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""253"", ""addr:postcode"": ""92-335"", ""addr:street"": ""Milionowa"", ""amenity"": ""restaurant"", ""cuisine"": ""polish"", ""delivery"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Pyzunia Bistro & Bar"", ""opening_hours"": ""Mo-Su 12:00-19:00"", ""phone"": ""426781212"", ""takeaway"": ""yes"", ""website"": ""https://www.pyzunia.pl/kontakt""}",426781212,https://www.pyzunia.pl/kontakt,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Pyzunia Bistro & Bar — restaurant Kuchnia: polish. Adres: Milionowa 253, 92-335, Łódź. Godziny otwarcia: Mo-Su 12:00-19:00. Telefon: 426781212. Strona: https://www.pyzunia.pl/kontakt. Udogodnienia: Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.755323, 19.522680. OSM: https://www.openstreetmap.org/node/1329750569."
node,1360232267,Manekin,restaurant,pancake,6 Sierpnia,1,90-422,Łódź,426710784,https://manekin.pl/12/lodz,"Su - Th 10:00 - 22:30, Fr - Sa 10:00 - 23:30",,51.7686143,19.4559272,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""90-422"", ""addr:street"": ""6 Sierpnia"", ""amenity"": ""restaurant"", ""check_date:opening_hours"": ""2021-02-19"", ""cuisine"": ""pancake"", ""delivery"": ""yes"", ""diet:gluten_free"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""lodz@manekin.pl"", ""indoor_seating"": ""yes"", ""name"": ""Manekin"", ""opening_hours"": ""Su - Th 10:00 - 22:30, Fr - Sa 10:00 - 23:30"", ""outdoor_seating"": ""no"", ""phone"": ""426710784"", ""takeaway"": ""yes"", ""website"": ""https://manekin.pl/12/lodz"", ""wheelchair"": ""limited""}",426710784,https://manekin.pl/12/lodz,lodz@manekin.pl,,,,limited,no,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,"Manekin — restaurant Kuchnia: pancake. Adres: 6 Sierpnia 1, 90-422, Łódź. Godziny otwarcia: Su - Th 10:00 - 22:30, Fr - Sa 10:00 - 23:30. Telefon: 426710784. Strona: https://manekin.pl/12/lodz. Udogodnienia: Dostęp dla wózków: limited; Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes; bezglutenowe: yes. Współrzędne: 51.768614, 19.455927. OSM: https://www.openstreetmap.org/node/1360232267. Dodatkowe tagi: check_date:opening_hours: 2021-02-19; email: lodz@manekin.pl."
node,1574399948,Kawiarnia Palmiarnia,cafe,,Aleja Marszałka Józefa Piłsudskiego,61,90-368,Łódź,+48 79 335 3588,https://www.facebook.com/kawiarniapalmiarnia/,Tu-Fr: 12:00-18:00; Sa-Su: 10:00-18:00,,51.7602918,19.4796323,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""61"", ""addr:postcode"": ""90-368"", ""addr:street"": ""Aleja Marszałka Józefa Piłsudskiego"", ""amenity"": ""cafe"", ""delivery"": ""no"", ""discount:citycard"": ""yes"", ""name"": ""Kawiarnia Palmiarnia"", ""opening_hours"": ""Tu-Fr: 12:00-18:00; Sa-Su: 10:00-18:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 79 335 3588"", ""takeaway"": ""no"", ""website"": ""https://www.facebook.com/kawiarniapalmiarnia/""}",+48 79 335 3588,https://www.facebook.com/kawiarniapalmiarnia/,,,,,,yes,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kawiarnia Palmiarnia — cafe Adres: Aleja Marszałka Józefa Piłsudskiego 61, 90-368, Łódź. Godziny otwarcia: Tu-Fr: 12:00-18:00; Sa-Su: 10:00-18:00. Telefon: +48 79 335 3588. Strona: https://www.facebook.com/kawiarniapalmiarnia/. Udogodnienia: Miejsca na zewnątrz: yes; Na wynos: no; Dostawa: no. Współrzędne: 51.760292, 19.479632. OSM: https://www.openstreetmap.org/node/1574399948. Dodatkowe tagi: discount:citycard: yes."
node,1728036487,Fabrykant,restaurant,,,,,,,,,,51.7411102,19.4800953,"{""amenity"": ""restaurant"", ""name"": ""Fabrykant""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fabrykant — restaurant Współrzędne: 51.741110, 19.480095. OSM: https://www.openstreetmap.org/node/1728036487."
node,1765532469,,cafe,,,,,,,,,,51.7738489,19.4831196,"{""amenity"": ""cafe""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miejsce — cafe Współrzędne: 51.773849, 19.483120. OSM: https://www.openstreetmap.org/node/1765532469."
node,1794956363,Obiady domowe,restaurant,regional,Pabianicka,88,93-548,Łódź,+48 794907107,https://www.facebook.com/AleWalekLodz,Mo-Fr 11:00-17:00,,51.727711,19.4489686,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""88"", ""addr:postcode"": ""93-548"", ""addr:street"": ""Pabianicka"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Obiady domowe"", ""opening_hours"": ""Mo-Fr 11:00-17:00"", ""phone"": ""+48 794907107"", ""website"": ""https://www.facebook.com/AleWalekLodz"", ""wheelchair"": ""no""}",+48 794907107,https://www.facebook.com/AleWalekLodz,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Obiady domowe — restaurant Kuchnia: regional. Adres: Pabianicka 88, 93-548, Łódź. Godziny otwarcia: Mo-Fr 11:00-17:00. Telefon: +48 794907107. Strona: https://www.facebook.com/AleWalekLodz. Udogodnienia: Dostęp dla wózków: no. Współrzędne: 51.727711, 19.448969. OSM: https://www.openstreetmap.org/node/1794956363."
node,1810529358,Kotlecik Bistro,restaurant,regional,Retkińska,104,,Łódź,535688682,,,,51.7461911,19.4060118,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""104"", ""addr:street"": ""Retkińska"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Kotlecik Bistro"", ""phone"": ""535688682""}",535688682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kotlecik Bistro — restaurant Kuchnia: regional. Adres: Retkińska 104, Łódź. Telefon: 535688682. Współrzędne: 51.746191, 19.406012. OSM: https://www.openstreetmap.org/node/1810529358."
node,1820217333,Anatewka,restaurant,jewish,Drewnowska,58,91-002,Łódź,426332277,http://anatewka-manufaktura.pl/,Mo-Th 12:00-20:00; Fr-Sa 12:00-21:00; Su 12:00-19:00,,51.7806181,19.4476261,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""58"", ""addr:postcode"": ""91-002"", ""addr:street"": ""Drewnowska"", ""amenity"": ""restaurant"", ""cuisine"": ""jewish"", ""delivery"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""anatewkamanufaktura@anatewka.com"", ""indoor_seating"": ""yes"", ""name"": ""Anatewka"", ""note"": ""Zniżka z kartą Łodzianina"", ""opening_hours"": ""Mo-Th 12:00-20:00; Fr-Sa 12:00-21:00; Su 12:00-19:00"", ""outdoor_seating"": ""no"", ""phone"": ""426332277"", ""takeaway"": ""yes"", ""website"": ""http://anatewka-manufaktura.pl/""}",426332277,http://anatewka-manufaktura.pl/,anatewkamanufaktura@anatewka.com,,,,,no,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Anatewka — restaurant Kuchnia: jewish. Adres: Drewnowska 58, 91-002, Łódź. Godziny otwarcia: Mo-Th 12:00-20:00; Fr-Sa 12:00-21:00; Su 12:00-19:00. Telefon: 426332277. Strona: http://anatewka-manufaktura.pl/. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.780618, 19.447626. OSM: https://www.openstreetmap.org/node/1820217333. Dodatkowe tagi: email: anatewkamanufaktura@anatewka.com; note: Zniżka z kartą Łodzianina."
node,1820217350,Restauracja Zielona,restaurant,pasta;burger;asian,Drewnowska,58,91-002,Łódź,+48 42 632 16 96,https://restauracjazielona-lodz.pl/#page_id=12,Mo-Sa  10:00-22:00; Su 10:00-20:00,,51.7806506,19.4479858,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""58"", ""addr:postcode"": ""91-002"", ""addr:street"": ""Drewnowska"", ""amenity"": ""restaurant"", ""contact:email"": ""manufakturabar@greenway.pl"", ""contact:fax"": ""+48 42 632 16 96"", ""contact:phone"": ""+48 42 632 16 96"", ""contact:website"": ""http://www.greenway.pl"", ""cuisine"": ""pasta;burger;asian"", ""diet:gluten_free"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""only"", ""indoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""level"": ""0"", ""name"": ""Restauracja Zielona"", ""opening_hours"": ""Mo-Sa  10:00-22:00; Su 10:00-20:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 42 632 16 96"", ""website"": ""https://restauracjazielona-lodz.pl/#page_id=12"", ""wheelchair"": ""limited""}",+48 42 632 16 96,http://www.greenway.pl,manufakturabar@greenway.pl,,wlan,,limited,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,yes,,yes,,,,,,,,"Restauracja Zielona — restaurant Kuchnia: pasta, burger, asian, pasta;burger;asian. Adres: Drewnowska 58, 91-002, Łódź. Godziny otwarcia: Mo-Sa  10:00-22:00; Su 10:00-20:00. Telefon: +48 42 632 16 96. Strona: http://www.greenway.pl. Udogodnienia: Dostęp dla wózków: limited; Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes; Internet: wlan. Diety i alergeny: wegetariańskie: only; wegańskie: yes; bezglutenowe: yes. Współrzędne: 51.780651, 19.447986. OSM: https://www.openstreetmap.org/node/1820217350. Dodatkowe tagi: contact:fax: +48 42 632 16 96; level: 0."
node,1820217358,Hot Spoon,restaurant,thai,Drewnowska,58,91-002,Łódź,+48426339090,,Mo-Sa 12:00-20:00; Su 12:00-19:00,,51.780588,19.4473117,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""58"", ""addr:postcode"": ""91-002"", ""addr:street"": ""Drewnowska"", ""amenity"": ""restaurant"", ""contact:facebook"": ""https://www.facebook.com/RestauracjaTajskaHotSpoon"", ""cuisine"": ""thai"", ""delivery"": ""yes"", ""discount:citycard"": ""yes"", ""email"": ""tajska@hotspoon.pl"", ""indoor_seating"": ""yes"", ""name"": ""Hot Spoon"", ""opening_hours"": ""Mo-Sa 12:00-20:00; Su 12:00-19:00"", ""outdoor_seating"": ""no"", ""phone"": ""+48426339090"", ""takeaway"": ""yes""}",+48426339090,,tajska@hotspoon.pl,,,,,no,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/RestauracjaTajskaHotSpoon,,,,,,"Hot Spoon — restaurant Kuchnia: thai. Adres: Drewnowska 58, 91-002, Łódź. Godziny otwarcia: Mo-Sa 12:00-20:00; Su 12:00-19:00. Telefon: +48426339090. Social media i dodatkowe profile: Facebook: https://www.facebook.com/RestauracjaTajskaHotSpoon. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Na wynos: yes; Dostawa: yes. Współrzędne: 51.780588, 19.447312. OSM: https://www.openstreetmap.org/node/1820217358. Dodatkowe tagi: discount:citycard: yes; email: tajska@hotspoon.pl."
node,1820217360,LaVende,restaurant,european,Drewnowska,58,91-002,Łódź,426332266,https://www.facebook.com/lavendemanu/,We 12:00-20:00; Th 12:00-19:00; Fr-Sa 12:00-21:00; Su 12:00-19:00,,51.7806674,19.4481706,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""58"", ""addr:postcode"": ""91-002"", ""addr:street"": ""Drewnowska"", ""amenity"": ""restaurant"", ""contact:email"": ""kontakt@lavende.eu"", ""contact:phone"": ""+48426332226"", ""contact:website"": ""www.lavende.eu"", ""cuisine"": ""european"", ""delivery"": ""yes"", ""discount:citycard"": ""yes"", ""email"": ""lavende@op.pl"", ""indoor_seating"": ""yes"", ""name"": ""LaVende"", ""opening_hours"": ""We 12:00-20:00; Th 12:00-19:00; Fr-Sa 12:00-21:00; Su 12:00-19:00"", ""outdoor_seating"": ""no"", ""phone"": ""426332266"", ""takeaway"": ""yes"", ""website"": ""https://www.facebook.com/lavendemanu/""}",+48426332226,www.lavende.eu,kontakt@lavende.eu,,,,,no,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaVende — restaurant Kuchnia: european. Adres: Drewnowska 58, 91-002, Łódź. Godziny otwarcia: We 12:00-20:00; Th 12:00-19:00; Fr-Sa 12:00-21:00; Su 12:00-19:00. Telefon: +48426332226. Strona: www.lavende.eu. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Na wynos: yes; Dostawa: yes. Współrzędne: 51.780667, 19.448171. OSM: https://www.openstreetmap.org/node/1820217360. Dodatkowe tagi: discount:citycard: yes; email: lavende@op.pl."
node,1820217362,Pizza Hut,restaurant,pizza,Drewnowska,58,91-002,Łódź,+48713861551,https://pizzahut.pl/restauracje/566-pizza-hut-lodz-manufaktura,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00,AmRest,51.7801642,19.4469685,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""58"", ""addr:postcode"": ""91-002"", ""addr:street"": ""Drewnowska"", ""amenity"": ""restaurant"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""brand:wikipedia"": ""en:Pizza Hut"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""no"", ""name"": ""Pizza Hut"", ""opening_hours"": ""Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00"", ""operator"": ""AmRest"", ""phone"": ""+48713861551"", ""takeaway"": ""yes"", ""website"": ""https://pizzahut.pl/restauracje/566-pizza-hut-lodz-manufaktura"", ""website:en"": ""https://pizzahut.pl/en/restaurants/566-pizza-hut-lodz-manufaktura"", ""website:pl"": ""https://pizzahut.pl/restauracje/566-pizza-hut-lodz-manufaktura"", ""wheelchair"": ""yes""}",+48713861551,https://pizzahut.pl/restauracje/566-pizza-hut-lodz-manufaktura,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Pizza Hut — restaurant Kuchnia: pizza. Adres: Drewnowska 58, 91-002, Łódź. Godziny otwarcia: Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00. Operator: AmRest. Telefon: +48713861551. Strona: https://pizzahut.pl/restauracje/566-pizza-hut-lodz-manufaktura. Udogodnienia: Dostęp dla wózków: yes; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.780164, 19.446969. OSM: https://www.openstreetmap.org/node/1820217362. Dodatkowe tagi: brand: Pizza Hut; brand:wikidata: Q191615; brand:wikipedia: en:Pizza Hut; discount:citycard: no; website:en: https://pizzahut.pl/en/restaurants/566-pizza-hut-lodz-manufaktura; website:pl: https://pizzahut.pl/restauracje/566-pizza-hut-lodz-manufaktura."
